,newDesk,commentBody
2839,Weekend,"I have been interested in the works of the Bechers, et al., and have pursued some of these ideas in my own photography.  However, in saying â August Sanderâs prewar portraits of people from different German professions have a similar typographical ambition.â, would it be more accurate to say âtypologcal ambitionâ?  I have been trying to learn what I can about typologies, and would like to understand the definition here, and their meaning.<br/>Thanks."
2840,Weekend,Not quite elevations. You can see perspective in the upper parts of some.<br/>Theyâd make wonderful poster-size reproductions.
2841,Weekend,"It would have been helpful to know what type of equipment the photographer used (e.g., camera model, lens, software, etc.). Although rich with details, the photographs to me, at least, are rather uninteresting except from a technical point of view."
2842,Weekend,"Youâre confusing the houses of God with the palaces of worldly potentates. If there was anywhere in the middle ages where all people were equal, it was under the high vaults of a cathedral dedicated to God and his saints."
2843,Weekend,"You wonât find love of money  or petty cruelty from Jesus. I grant that you may identify some among some church people, but I would argue that they werenât strictly speaking Christian. Maybe it is not time for a bankrupt humanism, but rather for a revival of true faith in the Creator God (however He performed that act) and in God the Son, Jesus. I suspect that you havenât read the Gospels and havenât met Jesus. I encourage you to do so.<br/><br/>Lovely photos, great architecture and engineering."
2844,Weekend,That's because it's ALWAYS cloudy in Northern Europe! Ha!
2845,Investigative,"Government military use of A.I.? <br/><br/>After reading that, try not to envision scenes from The Terminator where ""Skynet determined our fate in a micro-second""."
2846,Investigative,"Let those at google sign away. Then, sign them up for active duty and have them fight our wars with bayonets and horses - with drummers and all. "
2847,Investigative,"The idea that no lethal attack will occur without human intervention is meaningless. I can already see a monitor with a handwritten note above it:<br/>   ""If the AI says '90% certain', then hit Go. If it says '80-89% certain', ask your superior for a 'Go' decision.  If the AI is less than 80% certain, check the value again, later."""
2848,Investigative,"It would be a good idea for all the left leading engineers to spend a semester or two abroad in a repressive country say like North Korea, China, Iran, or some other charming dictatorship. Then these idiots would be awoken from their progressive slumber and discover that some areas of the world are truly evil and want to hurt the USA, this experience should get them past their false morality.  Till then I'm sure the good people at IBM, Amazon or some place else can take of this."
2849,Investigative,I no longer use any Google projects or services.<br/><br/>Let me know what happens.
2850,Investigative,"Whatever happened to, ""Don't be evil""?"
2851,Investigative,"âAfter all, the chief business of the American people is business.""<br/>But, there is an ever-present tension because,<br/>""The chief ideal of the American people is idealism. I cannot repeat too often that America is a nation of idealists.""<br/>Who will carry the day at Google? <br/><br/>Calvin Coolidge, 17 January 1925<br/><a href=""http://www.presidency.ucsb.edu/ws/?pid=24180"" title=""http://www.presidency.ucsb.edu/ws/?pid=24180"" target=""_blank"">http://www.presidency.ucsb.edu/ws/?pid=24180</a>"
2852,Investigative,Exactly.  But don't expect these snowflakes to be able to think that way.  They see something they don't like -- anything -- and there is no compromise.  Kim Jung-un needs some programmers. 
2853,Investigative,What did we expect?<br/>They're not Americansâhow can we expect loyalty?
2854,Investigative,"I donât think those at the front lines are protecting the country of the USA. At most, someoneâs political ambitions. "
2855,Investigative,"AI is overrated.  Comes off like a silicon insert in a hoody.  It's only as good as the people programing it, and we have a striking lack of humanity in this market."
2856,Business,"I made a decision to not get into the Facebook craze shortly after becoming aware of Zuckerberg and his modus operandi. Putting all of my personal data into an open system such as FB seemed to be the most ridiculous thing I could think of doing. As time went on and I learned more about Z's personal attributes: hubris, greed, business ethics etc, I could only feel vindicated for not falling into this trap. <br/><br/>I believe that the FB business needs to be brought under control through federal regulation much like other media have been regulated (up until recent past). I'd like to see Z. fined for the cavalier ways in which he has dealt with the data entrusted to him by the billions of people who bought into his mega-business scam (much like Trump had to pay for his ""University"" scam)."
2857,Business,So Facebook should set aside $1000 per person as a compensation.<br/><br/>That'll be about (does the math) $87 billiion dollars.<br/><br/>Then we decide whether to leave Facebook solvent after paying that.
2858,Business,"But hey, the dude who started facebook so guys can rate girls while hacking into Harvard's face books is wearing a suit! Everything's gonna be alright! In the meantime, share away! And that strangle looking paid advert from Macedonia paid for by Russia? Like and share!<br/><br/>Seriously now, where is the ""Lean In"" gal while all this is happening? Cashing in on her checks? "
2859,Business,"The new number -- 87 million --  makes me think Facebook knew all along the breach was bigger. To me, it looks like they were trying to spin this away, but now are afraid of a leak, so they are coming clean. Speculation, I know, but that's what happens when a company brakes your trust. In order to earn back trust, they now need to be hyper transparent about everything. Or, they could calculate their market share is so dominant, they may go back to business as usual. But, Many past avid FB users have now gone quiet. FB cannot afford to lose their content providers. My message: err on the side of ridiculous transparency from no on -- so your content providers feel confident sharing their stuff.  "
2860,Business,"Given this information and what we now know about how our personal information is being used, we should be much more concerned about Trump/Mulvaney's efforts to gut the Bureau of Consumer Protection. We need instead to be insisting that the duties and powers of this Bureau be expanded to also oversee and regulate the collecting of information.  "
2861,Business,You may have shared more of your personal data than  you think. Don't forget that the data mined included the friends of friends of friends and it is unknown and will never be known how many of your friends said things about you and how they may have revealed more about you than you think.<br/><br/>Good luck John Doe for that you are probably known to many as other than John Doe.
2862,Business,"No way will Zuckerberg give up a dime.  He needs it to make campaign contributions so politicians will let him impose his ""wisdom"" and ""ethics"" on public education, medicine, politics, etc.  "
2863,Business,"Laissez-faire alone does not describe people. It describes a bear roaming alone in the woods and foraging. Foraging worked for the Kochs. They got their vast wealth by sucking up our natural resources at terms favorable to them. E.g., put Scott Pruitts in charge.<br/><br/>By itself, laissez-fair is unstable and quickly decays into rule by warlords, klcptocrats, oligarchs, and tyrants. Thatâs what we got when the Soviet Union collapsed.<br/><br/>Reagan &amp; Bush put that in place, instead of the investment and partnership, a Marshall Plan, that they needed. The history is told by Nobel economists Lawrence Klein, The New Russia: Transition Gone Awry, and Joe Stiglitz in his descriptions of the ravages of the Washington Consensus and neoliberal economics. Thatâs why Putin is so angry.<br/><br/>Yeltsin was forced to sign on to get needed aid. Plus he was drunk much of the time and didnât know much. Now in the US we have governmentt under the thumb of the Kochs. Rule by the Kochs is like rule by Putin.<br/><br/>Laissez-faire and lack of security on the Internet is what allowed tyrants, Steve Bannon and Cambridge Analytica, to steal our data. That gave power to their propaganda, which they used to steal our election. They are tyrants because they helped put a tyrant in power.<br/><br/>Putin does the same to subvert many western democracies. But donât blame Putin. Heâs only following the fake-news propaganda game developed by another foreign born billionaire, Rupert Murdoch, and others in the conservative ânewsâ landscape."
2864,Business,"The only way to take on China is with a global coalition of trading partners; too bad we don't have any friends left.<br/><br/>Anyway, in the absence of tax disclosure and total divestment, we must assume that Failing 45 did this all for his personal enrichment.<br/><br/>IMPEACH!"
2865,Business,"   Trump loves to instill fear and confusion,and his buddies who are making a killing in the market are also loving it.   The smart money is buying stocks when the prices fall,and will be selling when prices rise.  Nothing new here only basic market manipulation. Fear and trembling on Wall st."
2866,Business,If I recall correctly this was precisely Mao Tse Tung's argument for self sufficiency. Mao was wrong on this as he was wrong with where cultural change comes from - not the barele of a gun. <br/><br/>At any rate Trump just squawks nonsense to get his base riled up. Attributing meaning or intention beyond verbal pyrotechnics is ridiculous . Trump a degenerate and a harmful buffoon.    
2867,Weekend,congratulations! first mediocre to bad movie I have seen at Angelika.<br/>I thought that with the combination of Ms. Ramsey and Phoenix it would be a blast.<br/>It was a blah. 
2868,Arts&Leisure,Well said.  I wished The Rev. had gone on for more than two seasons.  I thought Hollander did an amazing job narrating John le Carreâs A Legacy of Spies.
2869,RealEstate,Why not occasionally feature some more affordable homes that one could realistically envision a regular family living in?
2870,RealEstate,"floods? <a href=""http://www.dailymail.co.uk/news/article-2238931/UK-floods-The-city-sank-storm-Woman-dies-5ft-wall-water-drives-hundreds-homes.html"" title=""http://www.dailymail.co.uk/news/article-2238931/UK-floods-The-city-sank-storm-Woman-dies-5ft-wall-water-drives-hundreds-homes.html"" target=""_blank"">http://www.dailymail.co.uk/news/article-2238931/UK-floods-The-city-sank-...</a>"
2871,RealEstate,"Wales? Why? Not for the climate, that's for sure!<br/><br/>Also not for the unpronounceable Welsh language - lovely to hear spoken, but nigh impossible for most of us to learn."
2872,National,"Most San Joaquin Valley farmers voted GOP, most ranchers and farmers north of Sacramento County voted GP{, the far north of the state is a red as Alabama, as are the voters from Bakersfield to Modesto.<br/><br/>Most of the wine makers in the state are liberal, many of them have benefited from the research at UC Davis. The worlds biggest almond grower is Paramount Farms owned by the Resnick who contribute to liberal causes, but play conservative politics.  Most of the  states walnut farmers are from the northern Sacramento Valley, very red area. <br/><br/>Maybe this will help us get rid of Nunez, McCarthy, and McClintock."
2873,RealEstate,"I also know of places (within commuting distance of Philadelphia) where one can buy a four or five bedroom house, with two and a half baths, two car garage, living room, den, dining room, kitchen and full finished basement -- on an acre -- for about $450K.  People moving there from smaller metro areas think that those prices are outrageous. Actually many who live there do not commute to Philadelphia. They live, work and shop in the ring of suburban areas that ring Philadelphia. To avail oneself of such prices, one needs to consider the ""developments"" consisting of perhaps two or three house deslgns that were built in the 1960s. They since have acquired tree lined streets and individual touches in remodeling, that add more individuality."
2874,Business,"It is much, much too easy to buy guns (legally) in the U.S. The NYT had this piece about different countries' policies around legal ownership of guns: <a href=""https://nyti.ms/2FNXPu4"" title=""https://nyti.ms/2FNXPu4"" target=""_blank"">https://nyti.ms/2FNXPu4</a>   Most other countries strongly pair gun RIGHTS with RESPONSIBILITIES. Common sense gun regulation now! "
2875,Business,"No. This headline is misleading. Woman's reaction to YouTube's policies led to what happened.  The shooter is responsible for choosing her actions.  Whether or not YouTube policies are fair, etc. is a separate issue. "
2876,Foreign,The most recent Summer Olympics was Brazil's last chance to prove itself as an honest and stable country.  Everything went wrong - all we saw was a Banana Country and going down-hill.  Of course Lula will stay out of jail - most likely again will take the lead.
2877,Foreign,"Donât speak for most brazilians, because itâs well known that Dilma and Lula are both corrupt, and corruption skyrocketed during their governments! "
2878,Metro,Only way to effectively vote in NY is with your feet.<br/>Welcome to the South!
2879,Metro,"I'm ostensibly a constituent of Klein's and will vote against him on primary day. He neither solves the governmentally-related problems of his constituents such as horrible bus service throughout his district nor supports important progressive legislation that would help all of New York State. I keep getting mailings from his office with photos of his smug, smiling, self-loving face. I don't want to have to keep seeing that power-drunk smirk after the year's end. Ugh! Ptui!"
2880,Metro,"Klein and his renegate group are Republicans using Democratic money to usurp power.They must be voted out ,not reached out. Why is Cuomo so eager to work with them? Does he feel more confortable to deal with a Republican majority in the Senate in order to nix a progressive agenda? I am going to vote gleefully for CYNTHIA NIXON  in November!"
2881,Metro,"go ahead and try to make a deal, IDC. I'm still going to vote you out. Marisol Alcantara is a two-faced LIAR, trying to pretend like she got a conscience and a spine and all the while she and her staff try to spin, manipulate, gaslight, and lie to her constituents. we're coming for you, marisol. expect us at the polls. "
2882,Well,"For over 40 years, as a bicyclist I've dropped a banana into my jersey pocket at the start of any strenuous ride, particularly on a hot day.  Sticky sports drinks, unpalatable energy bars, and messy packets of energy gel just don't measure up to the banana.  It's inexpensive and it's probably the most practical source of energy and minerals the athlete will find."
2883,Well,"Healthy people can detoxify heavy metals via  our own methylation pathway and detoxification by liver, kidneys and skin. However, some people have issues from diet or gene. Vegetarians tend to be deficient of B-12, 6, proteins, and meat eaters tend to be deficient of folate, or some people can't produce sulfur containing cysteine adequately, or some can't absorb folate adequately. Some people are acidic due to chronic metabolic syndrome. They can't function methylation pathway well. I have been reinforcing methylation pathway by diet and practicing ""C Cleanse"" using buffered and reduced  vitamin C daily over 2 years based upon the advice from Dr. Russell Jaffe. Methylation pathway or c cleanse is not powerful in comparison with other chelation methods, but I don't suffer from heavy metal contamination if I check with the table in the last page of the book ""The Toxin Solution"" written by Dr. Joseph Pizzorno, another expert on heavy metal detoxification. Dr. Pizzorno added a table using our annual labo test results and his data base in order to estimate how we are contaminated by toxicants such as heavy metals and chemicals.<br/>Lastly, if the writer has amalgam filings on her teeth, she is also suffering from the leakage of mercury from the filings. She needs to visit a bio-dentist who knows how to remove amalgam safely from her teeth."
2884,Well,Or maybe the initial diagnosis of bronchitis wasn't accurate or certain? Since antibiotics aren't needed for viral infections but the provider wanted to cover the bases
2885,OpEd,"I may be a woman, but otherwise, I fit the description:  An ""I"" swing voter; an educated  suburban 'mom' with a career and the raising of two children under my belt.  I have voted for both Dems and Republicans in the past-  and carefully 'split' my vote depending on the candidates and the issues at stake.  No more.  I will pull a straight Democratic ticket this year-  not because the Democrats have particularly earned it-  but because I can't vote for a party that allowed DJT to even be on the ticket.  And I won't be associated with a party who elected him."
2886,OpEd,"One of the weirdest moments in this boomer's life was when a GenXer asked me if I had ever heard of this group called ""The Who.""<br/><br/>I'm very happy to hear that the Millennials have gotten over us and and are doing their own thing."
2887,RealEstate,"In the early 70s, I had an antique shop on Second avenue in the 20s, and we dealt in roll-top desks, round oak tables, etc. We sold a great desk to a black photographer who asked if we would deliver it to Harlem.  We said, ""Sure!"" It was a $1500 sale, so we put it in our VW minibus and the following day drove up to a beautiful brownstone in the 130s, maybe near the Sugar Hill area.  As we two hippies were carrying it into the owners house, I remarked to him ""Ed, your neighbors are saying ""There goes the neighborhood, the white folks are moving in!""  He laughed.  It was the beginning of the end, for Harlem......"
2888,RealEstate,"I wish the beanie, bun and birkenstock crowd would just fade away. With their ever so hip lifestyle, $8 coffees and ""artisanal food"" movement that they think they invented. Clue: The Romans have been eating this way for centuries. The hip crowd are like slugs leaving a trail behind them. It is not SoHa, never was and never will be. Please go back to Kansas or Seattle."
2889,RealEstate,"Forty years ago. ignoring warnings from friends and colleagues about the areaâs crime ridden history, how could I resist seven rooms with park view for the cost of a small studio below 96th Street. I found it hard to believe that buildings across from the most famous park in the world would remain suppressed forever.<br/><br/>To give you an idea of how gritty life was, my block just east of the circle directly facing the park had three abandoned and vandalized prewar apartment buildings alone. The Eighth Avenue corridor now Frederick Douglass Blvd. was a desolate strip dotted with vacant store fronts, gutted tenements above. At night a No Manâs Land, few were willing to walk.<br/><br/>A retired merchant seaman in my building moved there in 1939. He tried never to be coming or going in the streets past nightfall. Youth gangs preyed upon the elderly like him, often waiting at the subway station for exiting targets.<br/><br/>The upside: a short commute to midtown, year round breathtaking views of seasons changing that plays out dramatically in my windows. Parking used to be easy though one drawback were the break-ins.<br/><br/>It took nearly 25 years for me to see any substantial change in the area. And right now itâs accelerating. Longtime tenants like myself who hung on during the bad years are now threatened by realty companies looking to make good on their investment and none too happy with renewing rent stabilized leases.<br/>They came to Harlem to make a killing but I ain't dead yet! "
2890,RealEstate,"Harlem vs. Soha. A difference of 2 letters that takes away and denies the history of the people who gave Harlem its life, history and legends. Is ad space that expensive? Are you lazy and can't type 2 more letters? No it's just another conscious and unconscious attempt to erase cultures and forget poor people and of course RACIST."
2891,RealEstate,"I wouldn't go so far as to call it Racism, it's just a group of people who feel they need to rename things to sound hip. It isn't. "
2892,Magazine,"This piece fills me with pride for my Salish niece and nephews, Arlee natives, and their extended family there. The players and coaches - as well as the whole community - have a powerful story and Iâm glad so many are reading it. <br/><br/>I would love to learn more about the girls team. 105-39 between 2011 and 2016 is pretty impressive! "
2893,Magazine,"Thank you Abe for your visualization into the heart of some great young men. I grew up in Arlee and have felt the effects of suicides from my home and also the empty it leaves behind. The Warriors and Scarlets, along with every young person deserve to be heard, they have a voice and we as Adults must listen even it is for a few seconds. Through our youth, We Will Rise and Overcome The Darkness of the World. "
2894,Magazine,"Wonderful article and what a thrill to see the Bitteroot, Arlee and the entire ""Pray for me, I drive (Highway) 93"" corridor mentioned here. My first reporting job was in Hamilton, MT - I remember driving north to St. Ignatius one day for a story on a computer program being used to teach Salish to young children. To hear Salish spoken that day in that beautiful valley was an experience I will never forget. "
2895,Magazine,"Native American cultures have been decimated over and over again, for centuries. It seems to follow that people will struggle, individually, and that local cultures will have many persistent problems to deal with. It has struck me that there is no tribe nor kinship group that has not been pushed westwards for hundreds of miles over the years, and then forced to accept marginal and relatively barren land if they manage to survive at all. I salute your perseverance and good spirit; continue to do as you can for others, that's the only way."
2896,National,As a yearbook staff member I know how hard it is to lose a close friend. I am very impressed by the maturity of the students and how they are able to write about the people that they lost in the shooting. It must be hard for them to do something like that for everyone that they lost. I do not think that I could be brave or strong enough to do something like that for people that I am close to.
2897,Arts&Leisure,"Can anyone please explain the continual usage of the term, ""rape survivor"" in nearly every article about rape...especially concerning non-male victims? What is the ratio of rape deaths to rape survivors? Is it comparable to those who die from cancer versus those who survive cancer?<br/><br/>Any help solving this conundrum would be appreciated."
2898,Arts&Leisure,"""Everything you want is on the other side of fear.""  One of the most inspirational quotes I've ever heard or read.  It's going on my wall! Thank you, Evan Rachel Wood, Melena Ryzik, and New York Times!"
2899,Arts&Leisure,"Evan Rachel Wood's grandmother Pat Moore was my neighbor and dear friend in Cameron Park in Raleigh NC 40 years ago.  A devoted mother to her brood and, I'm certain, a wonderful grandmother to ERW."
2900,Arts&Leisure,"One ERW's most amazing performances is as 'Tobe in "" Down in the Valley ""  It's a fabulously low key , nuanced performance shared with Ed Norton and David Morse that clearly demonstrates the deep emotional well that is Ms Wood. I wish her love in her continuing recovery and look forward to seeing her latest work in Westworld."
2901,Arts&Leisure,"Rock and roll suicide was always one of my favorite Bowie sings, too. "
2902,Arts&Leisure,"When women stop posing nude in photos and movies, then I am sure that men will stop objectifying them."
2903,Arts&Leisure,Great article...but no mention of her Stellar performance in Mildred Pearce?? Why not?
2904,Arts&Leisure,"Excellent actress, impressive woman, great show. As a side note, Iâm desperately hoping that Wood and Marsden doing the line read ala âAnchormanâ characters is filmed and somehow distributed to the world. Sounds absolutely wonderful. "
2905,Arts&Leisure,What a voice! I had no idea she could sing like that!
2906,Arts&Leisure,"Though incidental given what's she's done in her career and gone through in her personal life, nonetheless, she is probably the most stunning looking women working in Hollywood right now. Good Lord, what a beauty!  "
2907,Arts&Leisure,"I guess if it's important to you to refer to everyone who has had cancer as a ""cancer victim,"" you . . . can? Under the apparent theory that if a terrible thing happens and one survives it, one should still be forever classified as a victim (which seems pretty clearly where you're going with this . . . that the term ""rape victim"" was good enough for our grandaddies, why must we stop using it?).<br/><br/>Next up, snippy comments regarding such commonly found locutions as:<br/><br/>""He survived a childhood of abject poverty and eventually became a great success."" (Let's go with, ""A victim of abject poverty, he . . .""<br/><br/>And of course, Gloria Gaynor's anthem needs to be recast. After all, how many women actually perish as the result of a breakup? Perhaps, ""I Will Be a Victim""? (""As long as I know know how to love, I know I'll be a victim . . ."")<br/><br/>There, fixed it."
2908,Arts&Leisure,"Maybe promotion is the motivation of the article, but I would hesitate to judge Ms. Wood for how she deals or dealt with her trauma. It seems she had suppressed her personal experience before (as a means to cope with it) and being in the series forced her to face it and that ended up being a good thing for her personally. I, however, like ""Passion for Peaches"" below, did not watch the series because of the rape scene and general objectification of women it seemed so totally focused on. I do get tired of watching women get victimized  on tv...I'm glad Ms. Wood was empowered by her portrayal, though, and I applaud her willingness to share her experiences with Congress and the world. I think that is very brave."
2909,Arts&Leisure,Thereâs nothing wrong with nudity per se: it becomes exploitive when itâs used as a âticked-boxâ element in a film. Iâm talking about the way a film or (cable) tv show will be moving along just fine and then suddenly thereâs a drawn-out scene of a woman changing clothes or showering or having sex...or sitting on a stool in a robotics laboratory being thoroughly assessed by men. So does not move the plot. The camera lingers too long. There might even be a slo-mo element. And you know that  scene is there solely because there is a list of titillations that must appear on screen. Tick the boxes. Itâs practically a trope.
2910,Arts&Leisure,"The CW network is especially guilty of this: scenes of nude or near nude men  placed at the lead in; but then, it must be all right because their market is young women."
2911,Arts&Leisure,It's really too bad Once and Again is not available to stream. So many younger fans of ERW could benefit from watching her performance on that show!
2912,Arts&Leisure,Thank you for bringing this to our attention. We have corrected the error.
2913,Arts&Leisure,"Human history has always been full of brutality and stupidity but you're right, technology makes this combination very very scary."
2914,Arts&Leisure,"I really enjoyed her character in ""King of California"". That's a movie I need to watch again soon."
2915,Arts&Leisure,"Agreed. I actually first encountered her as an actress on ABC's critically-acclaimed but short-lived""Once and Again"" from 1999-2002. She was a standout even as a young teen.<br/><a href=""http://www.afterellen.com/tv/5579-once-and-again-the-best-show-you-never-watched"" title=""http://www.afterellen.com/tv/5579-once-and-again-the-best-show-you-never-watched"" target=""_blank"">http://www.afterellen.com/tv/5579-once-and-again-the-best-show-you-never...</a>"
2916,Arts&Leisure,Strength + beauty = ? 
2917,Arts&Leisure,That is terrible. I'm sorry for the pain that you experienced and hope that time and therapy might assist your recovery from such traumatic events
2918,Science,"None of this surprises Biologists. There are have been numerous studies documenting these problems and more.<br/>The evidence that climate change has already negatively impacted many species is quite extensive.<br/>For those who think that adaptation can occur, you need to realize that first these changes are happening very quickly, and adaptation is not instantaneous.<br/>Second, and more importantly in order for adaptation to climate change to occur within a species. there must exist natural variation for a trait that provides fitness in this changing environment. Many species will lack the necessary variation.<br/>Third, in cases of co-evolution- bird and plant, bee and plant, there must be variation for co-adaptive traits in both species. "
2919,Science,I think there needs to be some investigation into what effect that tilt of the earth's axis is having on climate change. Because the angle of the earth's tilt has changed and that would shift the climate. One could argue that climate shift is not exactly the same thing as climate change. That needs to be investigated much more thoroughly.
2920,Science,"With establishment of Earth Day in the 70's, I thought we were on our way to treating our unique planet more intelligently, but sadly we see that the level of environmental ignorance today is astounding.<br/>The current administration especially seems to see Nature as no more than a source of raw materials to be extracted by any means, regardless of the harm caused."
2921,Metro,"I wonder what is wrong with the upper classes that their kids need so many crutches to get through school and, apparently, move on to start a life. I'm in my 60s, so it's tempting to compare this trend to when I was young and most of us managed to grow up, finish school, and launch all by ourselves with parent &amp; teacher help. I'm tempted, but I'm also sure that the vast majority of middle class (including 'upper middle') &amp; poorer kids still manage to grow up and launch without all this psychological help, hand-holding, and expensive re-assuring. <br/><br/>I'm all for therapy for kids with real illnesses, but this sounds like re-enforcing the neediness of the worried well. In many of these cases it is likely that the parents could use the therapy themselves to learn to be realistic about the fact that it's ok for kids to fail sometimes, that not every kid can or should ace the ACT, and that 'success' in life is not only measured in grades and dollars. "
2922,Metro,"this disgusts me. Whoever wrote this has their affluenza blinders on TIGHT: ""New York mothers and fathers already pay to help their children get ahead, or just stay on pace, from coaching for kindergarten gifted and talented tests, to subject tutoring, SAT prep and help with writing their college essays."" I'm wondering if this person has ever considered the New York parents who can't afford such things and must simply parent."
2923,Metro,What terrific irony: wealthy parents pay psychiatrist prices for a tutor who helps their child âtake better notes...and manage their parents.â
2924,Metro,That teacher was unprofessional and a bully. What a mean thing to tell students. Thatâs not teaching. 
2925,Metro,You got it all wrong - Dalton gives you math homeworks so large that you have no time to write your 25 pages English essay or Bio Lab report. These schools give much more work to their pupils than public schools do.  
2926,Business,"Maybe Trump should have tried to fix the TPP's flaws instead of just killing it outright to please the howling mob. TPP, despite its problems, was a smarter way to combat China's trade practices. It set common labor standard, common IP protections, and - most importantly - China was not going to be included. It would have allowed US and other countries who are worried about China's practices to get away from commercial dependence on Chinese markets. But, in Trump's America, if there is a smart way to do things and a stupid way to do things, always bet on stupid. "
2927,Business,"Nobody will win a trade war with China. Certainly not the US. The sure losers will be the American consumers. The economy will tank. Thanks Trump, as if porn stars, bedding the Russians, and lying just about anything you can think of wasn't enough, now a trade war with China. Shoot yourself in the fool, sorry foot, alright... Better buy that wide-screen TV when its still cheap; the next one on the shelf will be a lot more expensive! What a joke, the Chinese will drink French wine instead of California wine and buy German cars over lousy US made cars anyway. Trumpism is yet another word for stupidity. There ought to be a comprehensive exam to pass with high grades in order to get to be run the US; those that don't make the grade need qualify to run the country.... Of course, this is not the case. What a shame! åååï¼"
2928,Business,"Hitting Trump supporters where it hurts, their wallet, is unlikely to make them reverse their thinking. <br/><br/>Trump couldn't POSSIBLY be to blame for their downturns in fortunes. I'm sure Fox Entertainment will find a way to blame this on Hilary or Obama. "
2929,Business,"So now that we're barreling down the road toward a trade war, thanks to our impulsive, ignorant leader (so much winning!), how long will it take to fix this problem when we get our next President? <br/><br/>It strikes me that international trade deals are very complicated and time consuming to arrange. Whatever your opinions on various trade deals might be, they don't appear to be dashed off in a week or two on the back of a napkin. Yet, Trump is now wrecking these deals and arrangements. He, and the Republican party, should know that the rest of the world is not going to stand by waiting while we throw another tantrum. They will move ahead without us, and cut us out of new deals. <br/><br/>I am so sick of Republicans wrecking everything when they come into power. Ruining things seems to be their only talent. "
2930,Business,Win win.  We won't be buying Chinese Junk and they won't be eating food produced by big US agriculture that has zero nutritional value.  
2931,Business,What an American worker or farmer needs to keep in mind is that trade union activity which might result in improved wages and working conditions and gradually equalize the situation is criminal activity in China. And strongly discouraged in Mexico. Trump is keeping promises. Something new!
2932,Business,How about forbidding American companies from investing I Chinese companies owned in part or in while by the Chinese government.<br/><br/>I understand there are joint ventures where the PRC has a 51% interest.
2933,Business,Many agricultural states have legal bars to foreign ownership of land.
2934,Learning,"Teaching is the most underrated job in the United States, if not, the world. Teachers spend long days on their feet, educating the minds of future generations. They do not get to go home and relax after work like other jobs. They instead spend late nights generating lesson plans and grading hundreds of assignments. You would think that with such an important job, teachers would receive a high salary. But unfortunately, that is not the case. <br/><br/>On April 2, thousands of teachers walked out of schools in protest of budget cuts for education and low pay. Although law makers offered a $6,000 raise to teachers with experience, teachers demand more. Many teachers in Oklahoma have to work two or three jobs because they canât sustain themselves with just teaching. Oklahoma is not the only state to protest the government's negligence toward education. Teachers striked in West Virginia last month and teachers in Arizona may follow soon due to the stateâs continuous efforts to slash education funding. <br/><br/>Iâm proud of these teachers for striking. It takes a lot of courage to risk everything in order to stand up for what is right. I hope the strikes in Oklahoma and West Virginia will send a message to law makers everywhere and encourage them to finally increase teacher pay funding for education. "
2935,Learning,"I think that teachers should get paid more because us as students are the future and without us being the future not a single teacher will get paid . Without teachers there is no education and there will not be a way for you to get a job . I  think teachers do have the right to get paid more because there the reason many people have jobs . The type off work people do , they can look back and remember that they learn this during their  time in school . "
2936,Games,The Spy who Came in from the Colby.
2937,Games,"A Weird Al collab that starts out with the EVERLY Bros, Tom LEHRER *and* DEL Shannon?? Shoot me now.<br/><br/>Sooo many leftovers on the Cheesy Tray:<br/>Cheesy thing the Butler said to Scarlett Johansson?<br/>*Frankly, my dear, I don't give EDAM<br/>Cheesy actress in role of Hotlips Houlihan?<br/>*Loretta SWISS<br/>Cheesy thing Emilia said to Othello?<br/>*ASIAGO, so go I<br/>Cheesy thing the farmer does?<br/>*First TILSIT, then sows it<br/>Cheesy thing per Neil Simon at recording session?<br/>*HAVARTI sing that<br/>Cheesy thing needed at Wimbledon?<br/>*A tennis RACLETTE<br/>[Considering there are some 500 varieties of cheeses, perhaps we should CALLA halt. Or there'll be hell TOUPEE]<br/><br/>ONAGERmane (but slightly assinine) note, does anyone remember what the Old Latin farmer liked to drink?<br/>[ba dum pum]... AGRI Cola<br/><br/>After all is said and done, DEFECT of de matter is: I'm STUCCOn you, Weird Al, and I just LAVA collaboration this , um, gouda.  W.A.Y. to go, you guys."
2938,Games,"I know some authors quote-unquote sign their work, but c'mon:<br/>AL dente, c AL LA (AL reversed), AL i, s LA p (rev.), no LA (rev), lego LA s (rev), LA va (rev).  "
2939,Games,Thanks.  
2940,Games,The key to muenster cheese - especially in a great grilled cheese sandwich - is a sprinkle of salt. It transforms it.<br/>I have no similar idea for lifting gouda above pencil-erasers.
2941,Games,"Thanks, dlr and all who wrote! It's been fixed in the column. To be fair, I was writing it with Dr. McCoy's typical dramatic cadence, and goofed it up. Sorry!"
2942,Games,"I mash my potatoes, and their kid is SMASHed potatoes.  But if you reduce them to a pulp a la the clue, you've gone too far."
2943,Games,reversALS?
2944,Washington,"... in other words, anybody who disagrees with him is in his crosshairs.  Very presidential, Mr. Trump."
2945,Washington,"I wouldn't be surprised if Trump, or people close to him (his sons for example) are coordinating his comments about specific companies with large purchases, or shorts, of the company's stock. Since Trump has made no distinction between his private interests and his public office, I can totally see him and his cashing in on his comments against a company."
2946,Washington,"He is smart, selling them all short, and becoming the ultimate source of insider information as he watches reactions to his comments. FTC should check out! Ha!"
2947,Washington,"Interesting that a man who had his name on multiple failed businesses including casinos, hotels, a fake university, a magazine, wine and steaks (?) would call other companies with a profitable business models ""stupid"". I think the word he's looking for is ""jealous"". "
